,M,L,P,R,T,rho,epsilon,kappa,del_ad,del_rad,del_actual,convective,radiative
305,6.0786072144288585e+32,1.5761035784825754e+33,3.3834647434517188e+16,15005322646.781427,8572453.461542878,29.413066780496912,0.6363022343616077,3.5113787037046205,0.39951824916380335,0.22498302076043936,0.22498302076043936,0,1
306,6.098537074148297e+32,1.5773677002835925e+33,3.3707919040212148e+16,15029276212.33833,8563827.987599133,29.332416582743058,0.631455796334005,3.500125470481438,0.39951838091920394,0.22376974971420896,0.22376974971420896,0,1
307,6.118466933867736e+32,1.5786223145368408e+33,3.358157753502795e+16,15053220947.029305,8555210.545542164,29.251913252554814,0.6266432751492671,3.488943249192658,0.3995185115285669,0.22256563000640875,0.22256563000640875,0,1
308,6.138396793587175e+32,1.5798674809574058e+33,3.3455621787843e+16,15077156981.628311,8546601.110971771,29.171556558584662,0.6218644461517799,3.477832045945482,0.399518640991879,0.2213706092783865,0.2213706092783865,0,1
309,6.158326653306614e+32,1.5811032590215957e+33,3.3330050669760944e+16,15101084447.390333,8537999.659284264,29.09134626944054,0.6171190860528182,3.4667918393982986,0.39951876930914304,0.22018463383355977,0.22018463383355977,0,1
310,6.1782565130260524e+32,1.5823297079669422e+33,3.3204863054110692e+16,15125003476.051397,8529406.165672457,29.011282153682444,0.6124069729238115,3.455822581450575,0.39951889648037586,0.2190076486945284,0.2190076486945284,0,1
311,6.198186372745491e+32,1.583546886792199e+33,3.3080057816446428e+16,15148914199.828564,8520820.605125671,28.93136397981909,0.6077278861896412,3.4449241979195517,0.39951902250561017,0.21783959765872105,0.21783959765872105,0,1
312,6.21811623246493e+32,1.584754854257344e+33,3.2955633834547572e+16,15172816751.419931,8512242.952429736,28.85159151630442,0.6030816066219354,3.434096589203992,0.3995191473848917,0.21668042335261276,0.21668042335261276,0,1
313,6.2380460921843695e+32,1.5859536688835762e+33,3.283158998841881e+16,15196711264.004635,8503673.182166988,28.771964531534355,0.5984679163324171,3.42333963093489,0.39951927111828267,0.21553006728452362,0.21553006728452362,0,1
314,6.257975951903808e+32,1.587143388953319e+33,3.2707925160290096e+16,15220597871.242842,8495111.26871627,28.692482793843432,0.5938865987662291,3.412653174613369,0.39951939370585937,0.21438846989603313,0.21438846989603313,0,1
